Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,ShipTonMile
WI,MD,F07,T11,0.02,0.01,0.00
IL,KS,F05,T03,161.52,74.72,16.51
TN,FL,F07,T00,4.29,3.09,1.18
KS,CA,F03,T03,25.73,43.38,29.81
TX,IL,F07,T03,214.99,431.31,226.27
AL,FL,F03,T03,12.84,26.64,5.20
UT,CO,F08,T03,0.85,1.39,0.38
IA,MO,F07,T00,84.14,525.86,145.93
VA,AL,F08,T03,0.19,0.06,0.02
UT,NY,F07,T03,139.26,6.67,6.76
MI,CA,F05,T14,0.76,0.07,0.09
ME,ID,F07,T14,0.13,0.02,0.02
KY,GA,F04,T03,10.40,45.88,8.47
IN,NY,F05,T03,144.06,173.33,60.09
IN,TX,F04,T06,146.84,2277.16,1251.82
VA,SC,F06,T03,47.87,19.50,2.37
MI,ME,F06,T03,13.92,8.33,4.43
CA,MD,F06,T06,6.21,14.88,22.44
TX,CA,F04,T06,79.59,67.94,53.33
NC,LA,F06,T14,0.19,0.01,0.00
CA,NJ,F08,T14,2.92,0.35,0.51
CT,NY,F07,T14,0.64,0.26,0.01
KS,WA,F05,T14,0.37,0.08,0.07
OH,VA,F00,T00,69.60,128.98,45.39
WA,OK,F03,T14,0.17,0.02,0.02
KY,TX,F03,T03,4.55,1.87,0.76
NJ,CA,F08,T03,79.49,39.04,54.32
NC,LA,F09,T14,0.47,0.01,0.00
TX,NV,F08,T03,0.78,0.21,0.15
AZ,NH,F07,T14,0.20,0.01,0.01
AL,AR,F06,T03,5.06,1.13,0.28
MO,AR,F07,T06,14.59,76.97,14.05
MS,KY,F03,T03,0.03,0.01,0.00
MS,MD,F05,T03,63.61,25.09,13.54
AL,TN,F02,T03,3.59,10.75,0.25
OH,VA,F07,T14,0.80,0.15,0.04
NE,KS,F03,T03,19.10,21.56,2.77
MO,MS,F07,T14,0.65,0.02,0.00
CT,NY,F05,T03,106.91,84.34,3.16
MA,FL,F03,T03,5.81,3.81,2.59
AZ,WA,F06,T03,27.27,26.56,17.90
TX,MI,F06,T14,0.01,0.00,0.00
UT,ID,F08,T03,1.79,1.90,0.33
ME,KY,F05,T03,1.96,0.20,0.12
NC,NH,F07,T03,29.34,31.96,13.92
AL,IN,F07,T03,32.59,25.43,7.22
AL,AR,F00,T00,0.01,0.00,0.00
NY,MT,F08,T03,1.31,0.67,0.71
CA,CA,F07,T06,385.60,849.37,134.84
NH,NY,F04,T14,2.64,0.41,0.06
CT,NY,F06,T03,176.04,204.64,8.15
UT,TX,F08,T03,1.22,2.38,1.94
KY,WY,F07,T03,3.74,8.52,5.15
IA,FL,F06,T03,25.28,30.57,21.71
NJ,MO,F07,T14,9.81,0.52,0.28
NY,NY,F09,T14,0.21,0.01,0.00
VT,DE,F07,T03,14.71,3.99,0.85
IL,DE,F07,T03,5.37,0.44,0.18
MO,CA,F05,T03,259.70,208.67,176.90
ME,MO,F07,T14,0.01,0.01,0.00
CA,AR,F06,T03,0.25,0.09,0.07
ME,VT,F07,T14,0.50,0.04,0.00
FL,PA,F09,T03,75.20,22.65,13.11
IA,AR,F05,T03,31.42,18.11,5.81
CT,MN,F07,T03,7.16,14.67,9.64
MA,ME,F04,T03,2.41,23.92,2.44
GA,TX,F04,T03,59.47,67.66,27.53
MO,VA,F04,T03,5.22,0.92,0.49
PA,MA,F09,T14,11.11,0.23,0.03
OK,OK,F05,T14,0.00,0.00,0.00
MI,CA,F02,T03,1.03,1.13,1.28
AZ,FL,F05,T03,36.45,5.35,5.78
TN,TN,F09,T03,666.37,23.22,1.37
VA,MO,F06,T03,4.42,1.84,0.81
NY,AL,F08,T03,28.35,38.96,22.18
AZ,MA,F07,T03,55.83,49.29,65.62
OH,MN,F00,T00,0.24,0.21,0.07
NY,NV,F08,T00,2.20,3.22,4.22
ME,WA,F03,T14,0.53,0.01,0.01
FL,IN,F09,T00,23.87,0.81,0.45
VT,CO,F06,T14,0.15,0.03,0.03
VT,IA,F06,T03,2.04,1.59,1.18
IA,OR,F08,T14,0.00,0.00,0.00
TX,PA,F00,T00,40.81,107.08,98.50
ID,CO,F04,T03,3.54,37.48,15.14
KS,CA,F04,T14,3.18,0.36,0.30
TX,TX,F02,T03,2683.12,18443.63,758.55
CA,HI,F00,T00,187.53,322.61,435.04
PA,NJ,F04,T03,373.54,304.71,17.64
UT,TX,F04,T14,0.00,0.01,0.01
NJ,GA,F04,T03,29.11,194.02,79.89
NJ,ND,F08,T03,0.57,0.17,0.12
FL,FL,F00,T00,59.92,74.97,7.54
OK,SC,F04,T14,0.06,0.02,0.01
TN,MS,F05,T03,102.44,54.42,7.07
MD,MA,F03,T03,5.22,14.40,3.14
OH,OR,F07,T03,39.90,14.38,18.07
MO,WA,F09,T14,0.19,0.01,0.01
MO,LA,F05,T03,8.12,7.38,3.30
WV,OH,F08,T03,0.03,0.09,0.00
NH,AZ,F07,T14,0.08,0.02,0.02
MI,ID,F07,T03,14.78,8.86,8.60
OR,AZ,F07,T03,33.71,52.84,34.93
FL,NY,F09,T14,177.16,3.91,2.48
SD,NE,F08,T03,1.82,5.76,0.34
MO,CA,F09,T03,42.24,1.55,1.44
NY,MD,F03,T03,297.92,155.31,17.31
TN,FL,F00,T00,0.27,0.06,0.03
MN,NE,F06,T03,45.78,53.97,10.72
AL,CA,F06,T03,0.01,0.01,0.01
WA,MT,F02,T03,0.07,0.07,0.02
CA,NY,F00,T00,34.19,27.65,38.26
IL,MA,F07,T06,21.40,106.99,59.00
MT,ID,F07,T03,0.14,0.01,0.00
WI,OK,F08,T03,2.19,4.08,1.69
CO,NC,F08,T03,46.56,71.60,59.03
TX,OH,F07,T06,20.30,35.14,25.02
NY,MN,F08,T03,12.07,5.28,2.64
VA,FL,F03,T03,14.60,11.95,4.77
MI,GA,F05,T14,0.15,0.02,0.01
IN,MI,F02,T03,76.98,231.72,11.23
ND,IN,F06,T06,1.88,11.86,4.62
MI,OR,F06,T03,1.80,1.04,1.23
KS,MO,F06,T03,231.75,411.73,25.15
MT,SD,F07,T03,9.64,134.57,18.43
MA,WI,F07,T14,0.12,0.05,0.03
IA,CA,F06,T06,103.01,155.68,160.13
KS,ME,F06,T03,1.88,1.93,1.50
IL,WV,F05,T03,1.28,0.61,0.18
ID,WA,F07,T03,484.26,877.60,212.74
SD,OK,F07,T03,0.01,0.02,0.01
PA,SC,F07,T03,62.05,245.67,71.02
AR,KY,F07,T14,0.25,0.08,0.02
OR,SC,F08,T03,0.00,0.00,0.00
ME,CA,F05,T03,15.57,2.96,4.77
KY,MT,F03,T14,3.43,0.16,0.14
IN,MD,F07,T06,40.08,366.56,140.28
WI,KY,F07,T03,157.43,124.98,33.82
ND,KS,F04,T03,2.63,23.24,10.26
IL,NJ,F06,T03,68.54,66.09,26.24
ID,SC,F03,T06,2.46,16.49,22.09
MN,IN,F06,T03,40.29,36.39,10.86
CT,CA,F08,T03,1.75,2.08,2.98
MN,NY,F04,T06,29.38,170.58,111.81
WI,MO,F04,T14,3.07,1.25,0.24
MT,NM,F07,T14,0.01,0.00,0.00
MI,IN,F05,T03,189.58,79.85,7.56
GA,TX,F00,T00,113.32,171.00,79.98
NH,UT,F07,T14,0.12,0.02,0.02
GA,MD,F08,T14,10.31,1.99,0.68
NY,FL,F08,T14,0.86,0.30,0.20
NH,IL,F04,T14,1.25,0.12,0.08
NJ,NJ,F05,T03,5089.70,3284.37,61.54
NH,TX,F04,T14,2.21,0.43,0.43
SD,MI,F06,T03,1.79,1.78,0.67
IA,MI,F05,T00,0.50,0.13,0.05
IN,GA,F06,T03,339.27,346.64,110.48
FL,PA,F09,T14,16.72,0.55,0.31
CA,TX,F06,T03,341.60,426.08,367.65
NC,CA,F04,T03,27.22,29.99,38.66
WA,MN,F07,T14,0.22,0.02,0.02
GA,FL,F05,T03,1355.04,957.69,199.98
MD,IN,F00,T00,2.28,7.13,2.85
MD,WA,F07,T03,2.41,0.80,1.12
FL,IA,F07,T14,0.18,0.00,0.00
MN,NC,F05,T03,6.45,5.84,3.85
NJ,MA,F02,T03,5.04,1.00,0.11
WV,MI,F09,T03,0.47,0.08,0.02
AR,LA,F05,T03,150.43,140.51,33.22
KY,IN,F05,T03,162.07,126.97,14.99
SC,NY,F00,T00,1.94,0.15,0.06
MT,WA,F05,T03,2.88,0.83,0.10
NJ,NJ,F07,T11,25.55,1.24,0.12
NC,NH,F04,T03,11.50,21.27,7.72
NY,FL,F06,T03,191.19,116.22,71.03
MN,MO,F05,T03,121.25,96.72,27.91
OK,IA,F05,T03,10.06,5.58,1.94
AR,FL,F08,T03,16.82,7.85,5.10
WI,SD,F03,T03,0.37,0.30,0.07
NC,AR,F05,T03,233.77,103.29,45.05
CA,VA,F00,T00,0.59,0.07,0.08
IN,AL,F07,T00,24.82,54.07,16.00
NJ,KS,F07,T14,2.50,0.34,0.21
NH,NH,F07,T14,0.28,0.05,0.00
NE,MD,F09,T14,0.07,0.02,0.01
NC,PA,F07,T03,330.33,568.45,139.15
MS,WI,F05,T03,26.92,15.41,7.05
MS,OH,F03,T03,2.40,1.23,0.54
VA,MT,F05,T03,3.78,0.11,0.12
NV,MN,F07,T03,0.24,0.86,0.79
HI,ID,F03,T11,0.16,0.01,0.01
VA,FL,F05,T14,0.12,0.01,0.00
IA,ID,F05,T14,0.02,0.01,0.01
ME,OK,F03,T14,0.08,0.01,0.01
MI,MI,F05,T14,0.33,0.03,0.00
NC,SC,F07,T14,6.87,0.47,0.04
FL,MA,F06,T03,5.35,2.14,1.43
NJ,NJ,F07,T14,33.71,3.46,0.11
MN,ND,F06,T03,59.06,64.68,11.49
OR,NM,F08,T14,0.13,0.01,0.01
MI,VA,F03,T14,2.27,0.39,0.15
CT,KY,F08,T03,0.21,0.17,0.07
SC,PA,F00,T00,20.77,33.25,9.71
KS,NC,F01,T03,0.08,0.00,0.00
NC,NJ,F04,T14,9.69,1.04,0.30
IL,IN,F06,T06,20.69,165.76,11.69
PA,RI,F05,T03,16.72,9.51,1.26
ID,MO,F08,T03,0.30,0.50,0.34
ME,NC,F00,T00,0.27,0.02,0.01
MN,AZ,F04,T06,3.68,37.96,32.77
NY,VT,F00,T00,0.37,2.83,0.10
WA,TN,F00,T00,1.73,0.03,0.04
MN,OH,F07,T06,19.20,90.03,43.25
ME,MN,F04,T03,1.86,0.09,0.07
PA,PA,F08,T03,2283.33,4163.69,54.93
IL,WA,F06,T03,10.51,6.64,6.92
MO,FL,F06,T03,8.24,19.34,11.71
WA,TX,F03,T06,31.52,117.07,135.97
MA,MN,F00,T00,0.01,0.00,0.00
IL,TN,F04,T03,5.72,5.40,1.42
KY,WA,F05,T03,66.04,31.24,37.04
OH,MS,F04,T03,146.19,248.30,100.22
CA,NC,F03,T03,104.08,78.00,99.81
MO,MN,F04,T03,162.24,275.76,80.70
KS,WI,F05,T03,684.28,589.10,208.38
NC,NC,F02,T14,0.80,0.23,0.00
ME,NC,F05,T03,1.44,0.16,0.08
NM,CA,F07,T03,86.05,53.64,23.09
CT,CT,F05,T03,418.69,153.47,2.78
WI,OH,F04,T14,15.97,5.43,1.24
NE,OH,F04,T06,30.97,73.34,33.01
ID,MI,F07,T03,43.78,66.15,57.00
PA,NC,F03,T14,0.02,0.00,0.00
CA,WA,F00,T00,3.23,1.28,0.50
OR,WA,F03,T11,2.62,0.80,0.13
NY,NY,F06,T14,0.27,0.07,0.00
ID,MO,F07,T03,196.94,135.36,97.04
ME,WA,F03,T03,0.17,0.01,0.01
MA,MD,F06,T03,66.69,34.55,6.87
IA,SC,F08,T06,144.10,398.28,225.23
CT,CT,F04,T03,165.98,712.12,7.37
MI,NY,F07,T14,1.16,0.24,0.08
NJ,UT,F07,T14,3.53,0.36,0.38
AL,AL,F03,T03,612.46,1143.25,21.66
MO,ND,F07,T03,4.51,1.09,0.44
CO,MT,F04,T03,1.65,6.94,3.06
NC,VA,F07,T14,5.50,1.01,0.16
NC,NY,F01,T14,3.49,0.13,0.04
WA,NE,F03,T03,3.17,1.97,1.35
IA,NE,F05,T00,5.73,2.14,0.11
OH,LA,F03,T00,6.30,28.54,15.04
IA,CA,F02,T00,35.27,52.80,51.16
AR,NY,F05,T03,254.75,178.15,109.91
NC,CO,F04,T14,2.12,0.61,0.50
NH,WI,F08,T03,0.87,1.44,0.92
NE,NY,F07,T06,23.17,49.24,24.86
VA,VA,F02,T03,120.96,829.37,20.31
GA,NY,F04,T03,11.66,24.16,10.75
OH,GA,F02,T06,416.66,3368.49,1385.07
TX,MI,F03,T14,5.69,1.97,1.76
IL,OK,F09,T03,18.98,0.97,0.35
LA,CO,F06,T03,6.09,21.32,13.46
WA,HI,F00,T00,42.84,40.14,59.11
MN,MI,F05,T14,0.02,0.01,0.00
NE,MD,F05,T03,178.67,57.97,34.97
PA,TX,F06,T06,7.22,6.57,5.93
MO,NE,F08,T03,23.42,36.97,6.73
OK,IN,F04,T03,4.48,11.06,4.26
NY,ME,F03,T14,10.40,1.12,0.28
IA,MN,F05,T14,0.11,0.06,0.01
OK,TX,F05,T03,507.12,559.42,195.54
MA,CA,F05,T06,11.02,5.38,9.34
NE,NE,F04,T06,57.75,938.84,9.16
NC,NY,F04,T14,7.76,1.53,0.43
MO,CO,F06,T00,5.44,27.23,8.93
SD,CO,F04,T06,2.58,28.77,16.94
KS,NJ,F05,T03,306.34,88.78,67.84
AL,GA,F09,T03,48.01,0.79,0.09
NH,NH,F07,T03,1094.83,2188.91,38.60
TX,OH,F05,T03,273.24,137.32,78.71
HI,WA,F05,T11,2.92,0.22,0.29
SC,AL,F04,T14,0.01,0.00,0.00
DE,MD,F03,T03,149.11,298.10,8.58
CT,VA,F07,T03,56.09,48.36,9.83
KY,WI,F06,T03,14.52,7.83,1.73
TN,MS,F00,T00,22.12,280.02,38.88
CA,WA,F05,T11,8.20,1.34,0.61
MO,CO,F06,T03,40.34,82.85,29.49
VT,MD,F07,T14,0.34,0.03,0.01
GA,CO,F07,T03,3.68,3.56,2.56
MO,ME,F07,T14,0.17,0.03,0.02
OH,NV,F03,T14,0.56,0.12,0.12
MN,HI,F00,T00,5.82,3.74,8.58
NC,IN,F07,T03,14.70,20.42,5.94
DE,TN,F07,T14,0.06,0.02,0.01
MO,KS,F08,T03,26.15,33.12,1.10
MT,NY,F07,T03,0.22,0.02,0.02
MA,KS,F06,T14,0.00,0.00,0.00
AZ,MS,F07,T14,0.27,0.01,0.01
NE,NY,F07,T14,0.01,0.00,0.00
NH,CA,F05,T03,27.88,2.65,4.06
OK,OH,F06,T03,47.71,73.30,32.36
CA,OR,F07,T14,98.05,4.65,2.15
IN,MI,F03,T14,1.01,0.28,0.02
OR,PA,F03,T06,1.30,1.45,2.27
MI,TN,F06,T14,0.97,0.20,0.06
NJ,OK,F05,T03,2.19,1.08,0.83
MA,VA,F08,T03,0.69,1.14,0.28
MT,CO,F07,T03,6.86,6.74,2.27
AL,LA,F00,T00,0.00,0.00,0.00
FL,IL,F05,T03,161.90,71.08,44.14
SC,GA,F01,T03,0.15,0.01,0.00
CO,WA,F07,T14,1.14,0.41,0.29
SD,OR,F07,T14,0.03,0.00,0.00
TX,AL,F05,T03,106.94,56.03,25.64
WV,KS,F07,T03,0.83,1.56,0.63
CO,GA,F08,T03,44.86,81.53,60.30
IL,CA,F07,T14,23.40,1.38,1.40
PA,GA,F06,T03,505.68,449.14,176.24
CA,NM,F05,T00,5.18,0.92,0.44
CA,NY,F08,T03,289.35,305.92,431.28
NE,AZ,F05,T03,82.96,45.97,31.72
WI,OH,F09,T03,0.18,0.02,0.01
VA,CT,F06,T03,11.86,6.62,1.66
TX,KS,F06,T03,395.61,330.65,86.99
NH,TX,F07,T14,0.34,0.04,0.04
IN,CA,F00,T00,56.18,124.06,159.20
IL,OH,F07,T06,456.57,1301.89,244.54
CA,NY,F03,T00,43.31,75.88,102.06
IA,GA,F03,T03,3.34,0.88,0.40
WA,WI,F08,T03,0.29,0.21,0.20
SD,WA,F05,T03,4.13,3.12,2.42
CA,CA,F01,T14,1.83,0.82,0.04
CO,NM,F04,T03,10.11,32.38,4.52
OH,OH,F00,T00,220.83,452.62,22.36
NJ,MA,F04,T03,0.50,1.55,0.17
MI,WV,F07,T03,6.29,14.99,2.94
VT,NM,F07,T14,0.04,0.01,0.01
OR,OR,F02,T03,26.44,126.69,5.37
FL,OK,F09,T03,41.02,1.37,0.92
AL,OK,F01,T03,8.65,5.17,2.06
OH,NE,F07,T03,83.70,95.03,39.27
IN,PA,F04,T06,61.78,337.09,128.93
MO,VT,F09,T03,2.47,0.09,0.05
MO,CT,F06,T03,5.41,8.97,5.95
CA,MA,F08,T00,3.88,0.90,1.48
MD,MD,F05,T03,1125.40,264.84,3.78
FL,NE,F07,T03,19.94,37.99,30.77
HI,MI,F07,T14,0.16,0.01,0.02
VA,MI,F06,T03,17.73,18.81,5.78
KS,DE,F06,T03,0.38,1.90,1.15
IA,IA,F06,T06,7.98,38.55,0.08
OR,GA,F06,T00,7.35,7.47,10.90
KY,AR,F08,T03,14.88,5.11,1.27
WI,WI,F08,T14,2.91,0.92,0.05
OH,KY,F03,T14,0.29,0.05,0.01
KS,NH,F05,T03,65.05,10.92,9.82
FL,CT,F05,T03,0.29,0.08,0.06
IL,TX,F03,T03,27.98,1.20,0.61
SC,NC,F06,T03,74.67,164.97,15.30
MD,VA,F08,T03,17.37,11.91,0.90
CA,KS,F03,T03,42.40,38.52,32.43
UT,KS,F03,T14,0.60,0.02,0.01
SD,MN,F02,T03,200.44,1407.87,113.48
VA,SC,F03,T03,17.79,29.81,5.84
MN,NJ,F05,T14,0.01,0.01,0.00
NJ,CO,F08,T03,28.36,8.90,7.96
WI,CA,F04,T03,228.85,137.10,144.18
TX,TN,F03,T06,25.03,77.67,41.05
SD,VA,F07,T14,0.01,0.00,0.00
ND,TX,F03,T06,27.64,62.14,64.05
UT,MI,F03,T03,3.14,0.55,0.46
ND,OH,F00,T00,0.38,0.12,0.07
NC,FL,F03,T03,49.49,55.82,16.27
IL,KY,F03,T00,4.72,27.10,5.20
OH,MS,F03,T03,5.25,0.15,0.07
SD,TX,F04,T14,0.01,0.00,0.00
WI,ID,F04,T14,1.09,0.21,0.17
NJ,NH,F06,T03,7.44,9.82,1.78
NM,OR,F03,T14,1.13,0.04,0.03
MA,ND,F05,T14,0.08,0.01,0.01
CO,WA,F02,T14,0.00,0.00,0.00
AL,SD,F07,T03,0.63,0.35,0.20
MN,MI,F03,T03,2.62,2.63,0.97
MA,MO,F03,T14,0.00,0.00,0.00
TX,WA,F04,T03,15.92,9.85,10.86
SC,GA,F00,T00,1.93,0.20,0.02
NC,NH,F06,T03,1.88,2.01,0.91
OH,CO,F07,T03,24.99,37.77,22.74
MI,OK,F07,T03,69.27,83.08,36.61
CT,AZ,F06,T14,0.00,0.00,0.00
VA,MO,F05,T03,39.19,22.29,10.98
NE,IA,F03,T03,401.08,1623.40,81.61
NY,AZ,F03,T14,0.15,0.01,0.02
KS,NV,F01,T03,0.69,0.01,0.01
VT,ME,F07,T14,0.21,0.02,0.00
NC,IA,F00,T00,44.79,58.23,43.42
PA,NE,F07,T14,0.40,0.04,0.02
PA,IN,F04,T14,0.48,0.05,0.01
IA,MD,F04,T03,3.69,5.77,3.20
VA,UT,F08,T03,1.81,0.51,0.53
AL,VA,F08,T03,0.41,0.19,0.07
SC,MI,F03,T14,0.20,0.00,0.00
VA,IL,F05,T14,0.07,0.02,0.01
MN,CA,F06,T00,9.39,42.64,49.98
TX,IA,F07,T03,82.36,223.89,106.32
WA,IN,F07,T14,0.03,0.00,0.00
IA,IL,F05,T00,11.26,4.17,0.95
NE,CT,F07,T14,0.00,0.00,0.00
WA,NH,F03,T11,0.11,0.01,0.02
IA,IN,F05,T03,161.45,112.32,23.49
KS,ND,F07,T03,0.98,0.64,0.19
PA,NV,F00,T00,57.13,1.32,1.52
MI,NV,F06,T03,0.60,0.26,0.26
WV,WV,F06,T03,49.84,43.81,3.00
FL,NC,F05,T03,68.99,20.50,7.05
OK,IL,F06,T14,0.01,0.00,0.00
AZ,NY,F05,T03,4.62,1.26,1.53
TX,AK,F05,T03,57.00,15.69,26.79
KS,IL,F06,T06,4.42,24.97,8.22
WI,WA,F03,T14,0.04,0.00,0.00
GA,SC,F01,T03,7.39,2.07,0.28
NY,IN,F06,T03,163.11,64.30,18.46
IL,WY,F03,T03,0.93,0.09,0.05
HI,MA,F07,T14,0.29,0.03,0.07
OH,CT,F07,T03,84.76,116.79,45.27
NY,MN,F05,T03,5.99,1.26,0.79
WI,CT,F04,T03,1.30,1.14,0.61
IA,NE,F04,T14,0.01,0.01,0.00
WI,MS,F06,T03,7.12,28.44,9.96
MO,TX,F06,T03,182.55,362.46,105.10
RI,FL,F05,T03,2.49,2.83,1.95
VT,NY,F07,T03,808.90,1665.30,181.95
OK,OK,F07,T06,36.01,707.12,3.54
NE,MI,F02,T06,1.92,13.41,4.59
AZ,GA,F07,T03,2.65,6.44,5.55
CA,CT,F08,T14,0.19,0.03,0.05
OH,MS,F06,T03,55.28,59.74,19.43
KS,OK,F07,T03,305.57,1396.92,160.25
KY,MD,F08,T03,86.63,39.60,11.93
MN,MI,F09,T03,4.75,0.16,0.03
IL,MD,F07,T03,134.81,186.04,68.22
WI,IA,F09,T14,0.33,0.00,0.00
WI,MA,F07,T11,0.00,0.00,0.00
TX,GA,F02,T03,5.09,3.23,1.33
MO,VA,F08,T14,0.00,0.00,0.00
UT,TN,F03,T14,0.08,0.00,0.00
PA,MO,F09,T14,0.18,0.00,0.00
PA,AR,F04,T14,0.02,0.00,0.00
NV,UT,F07,T03,57.98,602.30,84.12
GA,TX,F03,T14,1.04,0.09,0.04
NJ,AR,F06,T03,29.52,55.04,33.47
OH,KS,F07,T14,0.55,0.24,0.10
CT,TX,F06,T14,0.08,0.02,0.02
IA,AL,F07,T06,32.20,212.23,95.08
KY,NV,F08,T03,32.53,16.64,15.65
MA,CT,F04,T14,3.90,0.81,0.04
CA,TN,F07,T00,161.09,608.99,712.22
OH,WI,F06,T03,67.75,46.88,11.30
MA,ID,F04,T14,2.94,0.70,0.95
KY,MT,F08,T03,1.64,2.60,2.50
TX,MS,F07,T06,8.33,86.51,20.76
MN,IA,F05,T14,1.65,0.07,0.01
IL,MD,F08,T06,14.37,46.73,24.02
KY,IN,F00,T00,5.28,26.46,0.04
MA,NJ,F00,T00,6.60,4.20,0.51
ND,MN,F06,T06,6.68,25.54,5.04
NM,FL,F03,T14,0.65,0.02,0.02
CT,NY,F07,T03,336.46,757.34,54.45
NJ,AZ,F04,T03,0.55,0.42,0.51
AK,MN,F08,T00,1.71,2.82,3.04
NC,ME,F07,T03,48.84,33.74,15.99
MA,IA,F05,T03,18.93,9.50,5.62
NV,UT,F05,T03,54.14,11.18,2.44
SC,NV,F00,T00,0.00,0.00,0.00
UT,MI,F03,T14,0.51,0.06,0.05
MO,NC,F04,T14,0.11,0.12,0.05
IN,KY,F05,T03,55.26,133.19,18.95
CA,WA,F03,T03,382.32,543.18,273.40
CA,WY,F08,T14,1.19,0.10,0.05
KS,CA,F05,T14,9.80,0.98,0.81
NC,WA,F09,T14,0.88,0.02,0.03
SD,UT,F07,T14,0.01,0.00,0.00
TN,CA,F03,T03,40.79,41.82,38.33
AK,WA,F05,T07,519.80,173.33,159.88
NY,CT,F06,T03,111.47,242.35,17.31
IL,AZ,F05,T03,88.30,33.49,29.98
LA,OK,F07,T03,11.93,22.94,9.38
MN,TN,F07,T03,188.56,170.38,81.91
IN,MD,F06,T03,5.12,4.82,1.24
CA,MI,F02,T03,2.32,6.65,7.91
KS,CO,F05,T03,70.89,31.53,6.44
TX,OH,F03,T03,13.08,15.86,12.18
MD,OK,F07,T03,2.77,2.11,1.34
MO,NM,F08,T14,0.01,0.00,0.00
ND,PA,F03,T03,38.79,190.28,135.85
ME,RI,F06,T03,9.06,11.53,1.05
ME,TX,F04,T14,1.58,0.25,0.24
NH,ME,F07,T03,73.75,216.36,17.10
MI,NC,F06,T03,8.93,7.19,2.48
NH,MI,F08,T03,7.25,16.25,7.85
CA,NC,F07,T00,15.06,31.83,43.37
FL,OH,F00,T00,0.04,0.01,0.00
NC,NE,F09,T03,8.55,0.49,0.27
WI,GA,F07,T14,1.13,0.99,0.49
MA,TX,F05,T11,16.93,3.25,2.67
NC,NM,F05,T03,1.18,1.06,0.97
MS,CA,F06,T03,4.69,3.45,3.12
OH,NC,F03,T06,129.37,562.47,206.99
ID,KS,F08,T03,0.18,0.29,0.17
ME,IL,F05,T03,30.52,2.87,1.74
AL,AZ,F05,T03,34.50,28.62,25.43
NH,NJ,F05,T14,0.01,0.00,0.00
CA,GA,F03,T00,41.65,26.59,36.69
MO,PA,F07,T00,2.93,7.25,4.83
NE,UT,F07,T06,2.79,23.57,12.48
TN,AZ,F07,T14,20.87,0.21,0.15
IA,KY,F06,T03,26.74,46.58,12.22
KY,TN,F08,T03,46.91,22.00,2.73
CA,AZ,F07,T03,3825.19,4580.12,992.64
CO,NY,F08,T03,10.84,16.84,15.09
OK,SD,F06,T14,0.01,0.00,0.00
IL,MN,F06,T03,104.41,145.26,28.25
CA,FL,F08,T06,22.08,35.62,60.40
MD,WV,F07,T14,0.18,0.02,0.00
IL,NJ,F04,T03,1.04,0.81,0.37
MA,MA,F06,T03,961.15,808.47,11.66
TN,SC,F05,T03,53.52,58.45,11.23
AL,TX,F09,T14,1.25,0.03,0.01
SC,TN,F00,T00,0.53,0.38,0.10
AR,MI,F07,T14,0.40,0.02,0.01
NY,MI,F07,T14,2.52,0.22,0.08
NC,FL,F09,T03,371.75,12.72,4.44
IL,AR,F00,T00,0.00,0.00,0.00
VT,AR,F07,T03,6.12,1.06,0.80
UT,ID,F05,T03,35.31,31.49,5.38
KY,LA,F02,T07,225.91,1715.94,792.44
MT,FL,F07,T14,0.03,0.00,0.00
NC,KY,F09,T03,2.84,0.17,0.03
AL,NJ,F05,T03,109.12,74.38,33.10
OH,IL,F02,T03,5.21,38.63,4.87
IA,MO,F06,T03,100.50,174.17,23.11
GA,TX,F03,T03,64.75,55.68,24.60
FL,IN,F05,T03,77.38,19.57,13.10
SD,SD,F02,T06,377.30,3232.51,115.23
MA,GA,F07,T03,144.57,65.22,35.76
KY,LA,F03,T03,1.08,3.84,1.36
TX,ID,F04,T03,0.25,1.07,0.97
CT,CA,F06,T14,2.40,0.34,0.50
MO,AR,F06,T06,61.70,470.80,93.95
ND,WA,F07,T03,5.49,10.43,7.00
OR,WI,F03,T03,27.22,31.56,31.87
MO,LA,F00,T00,466.02,2243.30,1160.79
ID,LA,F04,T03,5.52,16.77,18.48
AZ,AL,F07,T03,18.67,16.67,14.80
KY,FL,F07,T14,0.19,0.02,0.01
KS,AZ,F05,T14,3.21,0.29,0.19
CO,KY,F08,T03,0.82,1.34,0.82
ID,CO,F07,T06,235.02,488.77,177.71
OR,TX,F03,T14,0.04,0.02,0.02
VA,VA,F08,T14,3.77,0.80,0.03
KS,WA,F07,T14,0.07,0.02,0.02
OR,FL,F08,T14,0.90,0.12,0.21
WI,NY,F09,T14,0.36,0.01,0.00
WV,FL,F07,T14,0.00,0.00,0.00
LA,FL,F07,T03,132.13,246.53,82.81
PA,GA,F09,T14,2.14,0.06,0.03
ID,WI,F03,T14,0.02,0.00,0.00
UT,MT,F03,T14,0.89,0.06,0.02
ME,MO,F05,T03,9.18,1.36,0.95
MO,IA,F07,T06,272.61,439.60,65.50
WV,TN,F07,T03,0.48,0.90,0.26
IA,OK,F07,T00,12.36,52.97,16.98
KS,MO,F07,T03,469.76,958.23,50.31
MN,NM,F04,T03,3.24,1.77,1.17
SC,NJ,F07,T03,1.88,2.89,0.91
LA,TN,F06,T03,3.09,0.14,0.05
KY,VT,F04,T03,29.54,34.20,16.72
