Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,ShipTonMile
KY,IN,F02,T07,55.17,393.11,7.08
OH,IL,F05,T03,216.26,113.98,18.95
CO,NC,F07,T14,0.64,0.24,0.18
WI,MI,F07,T14,13.92,3.43,0.65
DE,OH,F02,T03,0.60,5.84,1.69
OR,CA,F03,T11,12.21,2.54,1.56
TX,AZ,F03,T14,7.46,3.04,1.82
VA,DC,F00,T00,3.34,0.51,0.00
IL,KY,F00,T00,0.34,0.03,0.01
CT,OR,F06,T14,0.00,0.00,0.00
ID,CA,F07,T11,2.00,0.11,0.09
MO,OH,F09,T03,8.52,0.33,0.08
MN,RI,F05,T03,26.06,19.34,14.29
NY,PA,F03,T03,293.55,483.00,64.31
HI,HI,F06,T03,318.35,375.18,1.54
OR,KY,F03,T00,7.01,9.70,12.62
TX,GA,F03,T00,32.62,42.07,33.73
MD,NC,F00,T00,0.38,0.03,0.00
CA,GA,F09,T14,0.48,0.01,0.01
GA,TX,F07,T14,0.10,0.03,0.01
ME,SC,F04,T14,1.19,0.26,0.13
TX,CT,F06,T03,5.09,2.54,2.27
AZ,OK,F07,T03,45.39,10.48,5.54
CA,MA,F07,T11,0.10,0.04,0.05
AZ,LA,F07,T14,0.07,0.00,0.00
MT,OH,F06,T03,9.29,40.00,33.58
AL,MI,F07,T14,0.00,0.00,0.00
VT,MN,F06,T14,7.51,1.17,0.87
OK,TX,F07,T00,1.06,11.13,2.64
NJ,OH,F08,T03,84.18,22.51,6.00
FL,WI,F03,T14,0.58,0.07,0.05
NY,OH,F07,T03,635.21,581.61,112.14
NE,IN,F04,T14,1.80,0.17,0.06
WY,MO,F07,T14,0.03,0.01,0.01
FL,MO,F05,T03,5.45,2.44,1.29
SD,AZ,F04,T06,0.59,6.96,6.55
NC,GA,F03,T03,165.86,594.46,135.24
CA,FL,F03,T00,15.89,6.83,10.48
IA,IL,F07,T03,1037.39,2121.26,259.49
ND,UT,F07,T06,10.26,13.77,12.49
AL,DC,F05,T03,1.12,0.35,0.15
GA,VA,F03,T14,0.95,0.10,0.03
WI,WI,F03,T03,1232.21,3383.03,134.94
IN,NC,F04,T00,3.61,30.21,13.13
OH,WI,F05,T14,0.01,0.00,0.00
LA,OR,F06,T03,3.82,2.56,3.37
TX,FL,F03,T03,92.99,98.65,75.10
TX,ID,F04,T06,27.37,17.10,19.53
IN,KY,F02,T03,142.47,19.76,3.15
IL,FL,F09,T03,1.53,0.21,0.12
OR,WA,F07,T06,2.38,7.34,0.15
HI,FL,F03,T11,12.20,0.35,0.85
MN,AL,F08,T14,0.00,0.00,0.00
LA,MS,F03,T07,4.87,20.73,1.26
NE,NE,F08,T03,674.55,659.18,10.58
UT,MO,F07,T03,29.06,14.78,9.32
AK,AK,F07,T03,344.99,406.06,8.35
KY,AL,F02,T03,10.06,77.55,9.92
CT,MA,F03,T14,3.20,0.25,0.01
OK,MS,F05,T03,18.97,11.02,2.30
NY,AZ,F07,T03,55.41,74.63,87.99
VT,CT,F06,T14,0.35,0.04,0.00
GA,NC,F09,T03,1.10,0.03,0.00
MO,MO,F04,T14,0.73,0.10,0.01
IN,AZ,F03,T14,0.48,0.13,0.12
OR,MN,F03,T06,1.72,2.12,2.02
CA,PA,F00,T00,8.00,6.42,9.83
CO,OR,F07,T03,44.50,40.52,27.69
NM,NE,F07,T14,0.00,0.00,0.00
MN,MT,F07,T03,44.41,45.80,23.74
KS,CO,F07,T03,170.02,185.04,49.51
NV,MO,F06,T03,0.05,0.01,0.01
MN,NE,F05,T03,218.36,139.78,19.38
NY,MS,F09,T03,0.43,0.02,0.01
CO,ND,F08,T03,87.21,174.28,70.74
MD,MO,F01,T14,0.66,0.01,0.01
CO,WY,F03,T03,10.78,4.79,0.34
GA,SC,F03,T03,117.77,126.20,11.93
GA,AL,F09,T14,0.67,0.02,0.00
NY,WY,F08,T03,1.90,2.72,2.27
AR,WA,F06,T03,6.45,4.27,4.44
IA,SD,F04,T06,26.77,266.01,40.76
ND,WA,F00,T00,150.96,508.11,327.98
IA,CO,F04,T00,83.06,304.24,130.47
IA,CA,F03,T03,0.86,3.58,3.12
NY,DC,F07,T11,0.01,0.00,0.00
GA,IL,F06,T00,30.38,12.17,4.95
CO,MA,F06,T03,3.18,1.42,1.41
NV,WA,F04,T03,191.49,164.86,62.51
CA,VT,F05,T14,0.11,0.01,0.02
CA,SC,F08,T00,25.04,20.08,29.07
MN,KS,F05,T03,103.01,91.03,21.92
MO,MD,F05,T03,4.42,3.04,1.73
NY,ME,F05,T03,19.02,9.08,2.26
IN,PA,F02,T06,55.94,450.63,113.78
TX,MN,F07,T14,1.32,0.28,0.17
IA,SD,F03,T03,30.20,124.66,8.60
WI,PA,F05,T03,585.64,288.54,126.02
MN,TX,F07,T14,0.48,0.06,0.03
LA,MS,F02,T03,59.49,482.92,28.31
CA,MA,F03,T03,182.28,155.97,240.28
TN,AZ,F06,T03,78.37,67.96,62.90
ID,WY,F05,T03,10.80,4.86,1.51
MD,WI,F08,T03,19.84,24.34,10.08
OH,CT,F05,T14,0.03,0.00,0.00
MN,GA,F05,T14,0.00,0.00,0.00
CA,MA,F07,T06,6.12,19.71,33.26
MO,OH,F07,T14,14.07,0.39,0.09
NJ,LA,F07,T14,4.33,0.47,0.30
AR,AR,F08,T03,720.89,606.88,10.87
VA,NC,F04,T03,149.30,656.49,40.41
GA,GA,F03,T06,16.06,44.50,0.38
NE,KY,F05,T03,66.02,21.56,8.46
VT,NV,F07,T14,0.02,0.01,0.01
IL,GA,F02,T00,0.87,7.41,4.03
OH,MI,F04,T03,275.03,517.60,54.52
UT,FL,F03,T14,2.84,0.10,0.11
ME,OH,F03,T14,0.92,0.04,0.02
MO,WI,F05,T03,54.45,46.54,10.92
MN,SD,F04,T14,0.08,0.05,0.01
AZ,FL,F03,T14,0.19,0.01,0.01
MI,FL,F06,T03,31.92,34.04,20.06
MN,CO,F02,T03,3.63,24.64,11.05
WA,CA,F08,T03,242.46,287.92,121.35
SC,AL,F07,T03,194.07,159.89,32.64
KY,AR,F09,T14,0.58,0.04,0.01
IA,WY,F04,T03,0.02,0.04,0.02
TN,FL,F07,T03,347.27,640.47,227.16
MI,MA,F05,T03,31.34,5.38,2.39
PA,NY,F05,T03,1216.70,555.66,48.02
ND,ND,F00,T00,13.50,21.98,2.63
HI,NV,F05,T11,2.95,0.19,0.26
CT,IN,F09,T03,0.09,0.02,0.01
UT,KY,F03,T03,3.29,0.38,0.32
ID,MD,F07,T14,1.06,0.33,0.41
NV,OR,F04,T03,60.96,52.49,14.26
UT,MA,F06,T03,3.63,7.08,8.38
PA,NJ,F06,T03,530.70,590.00,26.93
NM,CO,F03,T14,1.28,0.03,0.01
ID,NY,F07,T14,18.09,0.38,0.48
CA,OK,F05,T03,55.08,23.38,16.58
NJ,NH,F07,T14,1.01,0.13,0.02
PA,IA,F04,T03,8.98,22.41,12.03
AL,KY,F06,T03,3.10,1.09,0.27
CA,PA,F01,T11,17.10,4.42,5.31
WI,NC,F05,T03,32.33,14.86,6.77
OH,OH,F07,T06,0.44,4.18,0.20
WI,NJ,F06,T14,0.01,0.00,0.00
MN,OH,F06,T06,20.03,79.50,29.97
NE,TX,F04,T06,99.95,1257.70,572.88
NE,VT,F04,T03,4.25,3.90,2.75
WI,IL,F03,T14,0.06,0.01,0.00
MO,RI,F09,T14,0.43,0.05,0.03
MA,MA,F03,T14,1.25,0.28,0.00
TX,ND,F03,T03,0.99,1.04,0.64
WI,FL,F00,T00,0.21,0.02,0.01
WI,ME,F04,T03,2.44,0.02,0.01
MO,IA,F04,T03,49.15,305.81,29.90
SD,NY,F04,T06,14.17,68.90,49.83
CO,NY,F06,T03,8.60,4.10,3.28
OH,AR,F07,T14,0.14,0.03,0.01
MI,CT,F08,T03,0.21,0.44,0.15
OR,CA,F00,T00,79.11,41.39,22.54
GA,VA,F06,T14,0.00,0.00,0.00
ID,NV,F07,T14,1.57,0.05,0.02
IN,WI,F07,T03,291.59,1004.67,135.45
UT,NV,F03,T03,42.98,5.79,1.16
IN,SC,F06,T14,0.43,0.13,0.06
IA,IL,F03,T00,21.16,83.35,17.38
NC,NJ,F06,T03,77.07,46.40,14.10
NY,WI,F08,T03,14.26,15.10,5.40
KY,NJ,F03,T03,15.21,15.95,5.05
OR,CT,F08,T14,0.05,0.01,0.01
OH,LA,F07,T14,0.53,0.25,0.12
KY,TN,F02,T06,5.36,34.51,5.31
OK,KY,F04,T14,0.04,0.02,0.01
TX,IA,F04,T06,24.21,15.13,8.44
CO,AZ,F03,T14,1.46,0.02,0.01
IA,NC,F05,T00,3.90,1.47,1.09
VT,VT,F02,T03,69.43,97.15,0.93
TN,OK,F05,T03,33.82,13.88,6.06
WI,TN,F08,T03,1.02,1.79,0.71
OH,NC,F08,T03,14.11,39.45,12.09
MT,PA,F07,T03,2.22,0.31,0.28
MI,NC,F07,T03,92.85,107.49,45.14
MN,WI,F03,T03,437.63,326.97,35.17
MA,DE,F07,T03,53.76,38.52,6.99
PA,FL,F03,T03,44.19,43.77,24.06
CA,CA,F00,T00,417.48,576.50,16.74
NC,MA,F05,T03,297.56,397.20,156.86
MO,AL,F02,T06,13.07,146.38,50.80
NM,IN,F03,T03,0.98,1.95,1.50
NY,VT,F08,T14,0.06,0.02,0.00
TX,IL,F09,T14,0.28,0.01,0.01
SC,MD,F06,T03,20.44,26.00,6.60
NY,VA,F08,T14,0.62,0.15,0.03
NJ,NC,F08,T03,51.10,40.51,10.39
FL,PA,F06,T14,0.04,0.00,0.00
NJ,GA,F07,T00,113.41,99.27,53.50
KY,AR,F03,T03,0.37,0.29,0.10
IA,MN,F07,T03,313.51,1060.16,140.31
IL,TX,F05,T14,1.05,0.05,0.03
KS,ND,F05,T03,23.77,9.51,5.03
IL,AR,F09,T14,0.60,0.02,0.01
MT,SD,F02,T03,8.73,35.57,11.87
IL,TX,F02,T03,21.71,202.75,111.21
CT,PA,F04,T03,1.43,1.39,0.16
FL,FL,F09,T03,1048.19,56.97,4.82
WA,LA,F08,T03,0.22,0.11,0.14
MD,PA,F03,T03,58.89,71.27,4.61
CA,AK,F00,T00,6.33,3.55,4.86
NY,VT,F03,T14,4.39,0.05,0.01
HI,AR,F03,T11,0.06,0.01,0.01
IA,CA,F06,T00,8.07,23.89,23.13
MO,IL,F02,T06,7.01,62.99,5.92
GA,OH,F09,T14,0.90,0.02,0.01
MN,MA,F04,T03,0.96,1.16,0.82
WI,MT,F04,T03,43.31,69.63,36.72
KS,NY,F04,T03,9.05,6.67,3.57
WA,ID,F07,T03,155.07,460.70,56.80
NJ,NM,F07,T14,1.09,0.05,0.05
IN,SC,F05,T03,3.29,16.43,5.79
GA,NC,F06,T03,125.16,127.04,18.20
TX,MA,F07,T06,21.69,33.47,36.27
FL,NC,F07,T03,239.92,467.45,154.66
MT,OR,F06,T06,10.76,69.10,30.16
PA,GA,F07,T14,3.09,0.23,0.09
HI,MD,F08,T14,0.36,0.09,0.22
KS,NY,F01,T03,0.88,0.01,0.01
IL,CO,F04,T14,3.59,0.17,0.08
LA,TN,F06,T00,117.01,414.39,161.82
VT,NH,F08,T03,6.39,12.44,0.58
KY,CT,F06,T03,1.36,2.30,0.93
CA,AZ,F09,T14,1.03,0.03,0.01
SC,NY,F06,T03,95.49,130.38,54.78
CA,OK,F08,T03,145.19,137.25,109.96
NC,NC,F00,T00,57.09,156.19,5.49
KY,AZ,F03,T14,11.18,0.35,0.27
IL,SD,F03,T14,1.12,0.19,0.05
OR,NY,F06,T14,0.04,0.01,0.01
WI,CO,F03,T14,0.03,0.00,0.00
VA,TN,F09,T14,1.20,0.08,0.02
CT,MI,F06,T03,6.93,2.53,1.13
HI,HI,F06,T00,5.61,4.07,0.63
MS,AR,F04,T03,15.34,92.11,12.40
AK,AK,F03,T03,87.32,73.50,1.60
IN,WI,F03,T14,0.58,0.16,0.04
NC,WA,F07,T03,6.46,2.57,3.91
MI,AK,F05,T03,29.39,8.46,16.40
FL,VA,F06,T03,4.48,5.18,2.43
MD,CT,F03,T03,11.55,59.51,7.87
KY,WV,F09,T14,0.21,0.04,0.01
TX,TX,F07,T14,134.24,18.76,1.92
NY,KS,F00,T00,26.54,264.59,152.33
MI,FL,F08,T14,0.01,0.00,0.00
IL,WI,F06,T14,0.88,0.15,0.01
MN,PA,F06,T14,0.01,0.00,0.00
GA,FL,F01,T03,3.36,0.33,0.06
IN,IN,F08,T14,0.61,0.12,0.01
AZ,SC,F07,T14,0.48,0.01,0.02
VT,RI,F06,T03,2.00,2.54,0.25
SC,GA,F09,T03,0.25,0.00,0.00
VA,NC,F03,T03,468.96,348.84,27.81
ID,WA,F03,T03,79.59,146.17,11.05
HI,TN,F07,T14,0.46,0.00,0.01
OH,IL,F04,T11,21.09,59.90,37.90
CA,MN,F08,T00,23.05,9.45,12.35
MA,RI,F05,T03,89.36,20.47,0.53
OR,WA,F03,T00,525.73,2257.23,203.15
IA,NJ,F08,T14,0.00,0.00,0.00
CO,MI,F06,T03,2.39,4.97,2.89
MO,IL,F01,T03,0.49,0.00,0.00
OK,MN,F07,T00,23.15,47.50,22.18
MD,DE,F02,T03,54.58,406.45,7.17
NC,PA,F07,T14,0.88,0.29,0.07
MO,WI,F08,T14,0.02,0.01,0.00
OR,OH,F08,T14,0.22,0.04,0.05
SD,MO,F07,T14,0.02,0.00,0.00
NE,CA,F02,T03,9.55,3.26,2.35
NE,UT,F07,T00,60.52,398.93,189.89
CA,CA,F03,T14,1237.07,54.87,6.52
IA,PA,F06,T03,245.42,256.31,116.40
SD,WI,F07,T14,0.02,0.00,0.00
CA,NV,F07,T14,1.79,0.44,0.06
IN,CO,F03,T14,0.03,0.01,0.00
NE,AZ,F09,T14,0.33,0.01,0.01
OH,OK,F03,T14,0.08,0.00,0.00
PA,PA,F00,T00,10.57,1.31,0.13
CA,MD,F08,T14,1.07,0.19,0.27
TX,NJ,F03,T14,5.86,2.78,2.76
AL,OH,F09,T14,0.38,0.01,0.00
VA,NE,F09,T03,1.29,0.14,0.09
IL,ME,F05,T03,3.75,2.73,1.96
DC,DC,F05,T03,37.65,15.51,0.02
KS,ND,F03,T03,1.98,3.53,1.37
AZ,TX,F00,T00,23.56,56.20,35.81
WI,WA,F07,T14,3.57,1.48,1.35
OK,MS,F06,T03,7.80,21.23,6.24
UT,AZ,F04,T03,23.02,35.10,12.32
VT,CT,F07,T14,0.88,0.13,0.01
NY,GA,F06,T03,283.84,145.81,66.82
CO,MO,F08,T03,99.02,210.78,74.97
TX,CA,F03,T00,536.76,583.78,427.72
NY,NH,F08,T03,23.14,21.87,4.84
UT,CO,F07,T03,165.78,195.55,52.38
GA,KS,F05,T03,109.41,53.90,22.48
MO,KY,F09,T03,0.14,0.04,0.01
NY,VA,F02,T03,9.52,7.76,1.35
NJ,MN,F04,T03,1.19,0.34,0.21
MD,TN,F00,T00,98.63,22.45,7.81
VA,IL,F04,T03,1.77,4.43,2.16
AL,MD,F09,T03,5.16,0.16,0.07
MA,CO,F07,T14,0.89,0.20,0.20
WV,SC,F07,T03,3.17,3.81,0.88
NJ,OR,F03,T03,36.37,28.91,41.78
MT,NH,F07,T14,0.00,0.00,0.00
MI,TX,F04,T03,52.75,21.46,16.87
NY,MI,F06,T00,12.65,3.56,0.73
NC,MN,F07,T03,90.94,47.11,29.00
IL,VT,F07,T03,15.18,20.28,10.93
CA,PA,F03,T00,20.01,27.47,41.30
MN,MO,F07,T06,21.19,89.20,18.51
WA,PA,F07,T00,6.53,14.48,21.65
DE,CT,F05,T03,81.74,85.37,12.89
IA,MS,F07,T06,9.84,41.68,23.63
TX,KS,F08,T03,5.99,6.78,1.92
MO,ME,F09,T14,0.05,0.00,0.00
MN,NC,F04,T00,3.54,38.66,28.59
IL,LA,F06,T03,31.57,83.45,38.03
GA,VA,F05,T03,161.77,129.90,38.84
MO,OK,F07,T00,66.68,153.56,25.50
FL,IN,F07,T14,0.08,0.01,0.00
UT,WI,F06,T03,30.37,23.20,16.19
NM,OK,F04,T03,3.09,10.03,1.28
KS,KY,F00,T00,0.00,0.00,0.00
FL,KY,F07,T14,0.14,0.01,0.01
CA,ME,F08,T14,0.25,0.06,0.10
MN,PA,F05,T03,72.69,47.35,29.41
UT,SC,F07,T14,0.34,0.02,0.02
FL,MI,F07,T00,92.69,28.85,15.88
SC,IL,F07,T03,2.80,12.30,4.69
MI,IA,F07,T03,101.39,203.07,47.98
WI,AZ,F04,T14,4.45,1.47,1.39
CA,OH,F08,T03,177.84,172.36,207.51
NE,OR,F07,T00,0.20,0.78,0.64
CT,ME,F06,T03,2.58,5.45,0.62
IA,ID,F07,T06,125.62,405.51,244.15
IL,AR,F02,T03,1.57,13.83,1.98
PA,DE,F03,T03,48.20,45.95,1.30
IL,KY,F05,T03,332.21,200.91,36.69
WA,VT,F08,T03,0.62,3.14,4.74
KY,TN,F03,T03,80.53,109.65,15.88
TN,TX,F04,T14,2.74,0.17,0.06
OH,AZ,F03,T11,1.11,0.17,0.15
MO,AR,F04,T06,6.40,62.82,17.69
NM,TX,F02,T03,34.52,241.37,4.89
IN,MD,F07,T14,1.07,0.04,0.01
CT,TX,F03,T03,41.40,14.73,12.13
CA,CA,F09,T14,5.58,0.10,0.01
MN,IL,F04,T03,30.17,76.95,18.55
DC,NJ,F05,T03,4.67,0.50,0.05
KY,TX,F08,T03,115.44,54.12,27.07
TN,CT,F03,T03,20.83,38.38,19.66
CT,NM,F03,T14,0.06,0.00,0.00
MO,AK,F07,T11,0.81,0.18,0.26
TN,MI,F06,T00,1.56,2.62,0.96
ID,NE,F03,T03,15.54,13.45,8.00
UT,GA,F06,T03,5.79,5.72,5.52
IL,LA,F02,T06,17.72,148.12,48.88
MT,CA,F06,T03,142.07,401.19,263.52
UT,CT,F07,T14,0.70,0.03,0.03
IL,MN,F05,T14,0.25,0.01,0.00
KY,IL,F04,T03,4.72,7.21,0.94
IL,NC,F02,T03,5.23,29.74,10.41
IN,OH,F00,T00,5.95,22.91,1.47
TX,TX,F02,T06,2103.70,14716.63,1048.50
KY,NC,F04,T03,9.18,72.89,16.52
WA,UT,F07,T14,0.11,0.02,0.01
ND,TX,F07,T06,183.11,490.70,381.74
OR,GA,F07,T14,0.03,0.00,0.00
ID,IN,F07,T03,0.09,0.02,0.02
CA,WV,F03,T14,0.29,0.14,0.18
IL,ND,F03,T14,0.09,0.00,0.00
KY,AL,F08,T03,69.37,33.20,7.81
KS,OK,F08,T03,9.65,29.68,2.49
NE,MI,F07,T14,0.10,0.02,0.01
MO,NV,F08,T03,6.98,3.95,2.83
KS,AR,F02,T06,78.82,534.23,121.62
MT,SC,F07,T14,0.00,0.00,0.00
MA,PA,F08,T03,0.28,0.47,0.14
ID,IA,F02,T06,43.90,337.75,218.54
FL,VA,F09,T14,18.76,0.93,0.37
ME,FL,F07,T03,16.07,82.49,62.39
NC,NM,F07,T14,0.21,0.05,0.04
CA,MO,F09,T14,0.95,0.02,0.02
DC,DE,F05,T03,0.39,0.07,0.00
WI,UT,F04,T14,1.32,0.12,0.08
GA,MN,F05,T03,7.59,30.73,20.22
CA,SC,F03,T14,0.45,0.04,0.05
IL,PA,F06,T06,73.03,229.97,84.18
NC,FL,F06,T14,5.01,0.14,0.04
VA,TN,F04,T14,0.53,0.10,0.03
MI,IN,F02,T03,31.45,279.69,10.02
RI,NY,F07,T03,35.23,113.97,15.59
ME,OH,F07,T14,0.17,0.03,0.01
VT,MD,F04,T03,1.67,4.08,1.24
TX,AL,F07,T14,2.01,0.68,0.26
KY,MD,F05,T14,0.02,0.00,0.00
TX,MN,F05,T03,90.07,35.45,19.44
CA,WI,F05,T03,154.43,75.86,78.96
VT,IN,F07,T14,0.17,0.05,0.03
OH,IL,F06,T06,29.29,172.30,21.47
OH,NJ,F04,T03,306.37,275.23,78.49
IA,IA,F02,T03,6478.48,50825.74,860.26
KS,MI,F06,T00,10.48,52.40,17.40
VA,OK,F06,T03,1.49,1.30,0.81
OH,DE,F03,T14,0.75,0.06,0.01
AK,MO,F05,T11,0.68,0.17,0.25
VA,CO,F04,T14,0.12,0.02,0.02
IN,NY,F03,T14,0.32,0.09,0.03
FL,MN,F06,T14,0.03,0.00,0.00
MN,MN,F08,T03,2225.81,2849.91,61.57
PA,ND,F04,T03,0.98,0.21,0.16
CO,MS,F00,T00,0.11,0.01,0.01
WI,TN,F07,T14,1.83,1.08,0.38
NE,OR,F04,T00,16.37,13.23,11.94
CT,VT,F04,T03,2.19,5.85,0.54
OK,IA,F01,T03,3.20,5.66,1.96
CO,MA,F05,T03,136.94,42.79,39.39
CA,WA,F02,T14,0.12,0.27,0.12
IL,AL,F04,T03,1.10,1.61,0.56
CA,WI,F07,T14,13.42,1.73,1.86
IL,FL,F07,T00,68.77,504.08,304.72
MT,MT,F05,T03,23.38,7.39,1.10
CA,MO,F02,T06,29.43,135.85,127.29
NC,MO,F05,T03,96.60,157.19,70.50
NJ,GA,F05,T03,135.91,92.39,41.67
TX,GA,F00,T00,2.81,0.28,0.17
IA,NE,F07,T00,7.07,14.05,2.15
MT,NJ,F06,T03,4.41,13.39,14.40
DE,OH,F03,T03,1.89,3.78,0.82
IA,VT,F05,T03,7.52,4.02,2.12
ME,OR,F04,T14,2.15,0.29,0.46
WI,IL,F07,T03,2828.41,2041.34,184.12
PA,UT,F06,T14,0.01,0.01,0.01
PA,PA,F05,T14,0.08,0.03,0.00
KS,AZ,F00,T00,8.55,109.91,82.44
PA,HI,F07,T11,0.52,0.03,0.08
KS,KS,F08,T03,767.57,813.43,18.07
CA,MA,F08,T06,35.67,42.93,69.39
IL,IL,F07,T14,28.01,1.29,0.03
TX,UT,F06,T14,0.00,0.00,0.00
WA,IN,F07,T00,3.58,7.29,9.09
AZ,NJ,F05,T03,6.41,0.90,1.11
ID,ID,F03,T14,0.07,0.07,0.00
WY,NE,F02,T03,37.31,338.93,73.94
VA,CA,F00,T00,2.29,1.89,2.63
WI,NY,F08,T00,0.18,1.14,0.38
IL,IN,F00,T00,85.25,10.57,3.05
OH,ND,F07,T14,0.06,0.01,0.01
IL,CO,F06,T03,39.19,62.86,32.22
VA,OR,F04,T14,0.07,0.01,0.01
DE,OH,F07,T14,0.02,0.00,0.00
MT,OR,F04,T14,0.01,0.00,0.00
TX,NV,F09,T14,0.11,0.00,0.00
CO,CO,F07,T03,2168.61,5131.73,87.48
AL,FL,F08,T03,1.21,0.24,0.07
DC,MD,F07,T03,60.12,48.35,0.27
TX,ME,F05,T03,15.23,43.94,51.68
OH,KY,F06,T00,3.12,6.25,1.45
MI,MS,F07,T03,0.86,0.93,0.44
MI,DE,F04,T03,1.23,4.94,1.59
MI,AR,F05,T03,2.99,0.64,0.27
NH,KS,F07,T14,0.03,0.01,0.01
CA,TX,F02,T14,0.05,0.04,0.03
WI,LA,F07,T03,174.79,142.84,75.77
CA,FL,F08,T03,413.75,371.28,528.04
IA,WA,F07,T06,54.03,133.96,120.72
MN,IA,F02,T03,104.14,751.55,62.47
DE,IN,F07,T14,0.01,0.00,0.00
IL,MA,F05,T03,195.69,78.97,41.50
NJ,TX,F07,T03,414.16,285.98,239.30
MT,NM,F04,T03,0.13,0.03,0.02
AR,MI,F08,T03,11.04,5.15,2.38
CA,KS,F08,T00,0.05,0.02,0.02
MN,VA,F03,T03,2.19,0.72,0.38
TN,KY,F07,T03,349.19,1296.57,107.81
AK,CA,F05,T00,20.56,6.83,10.46
CA,FL,F07,T06,399.13,500.74,773.98
ID,NV,F07,T03,44.18,44.06,11.45
MI,NY,F08,T03,0.89,0.65,0.15
MA,PA,F07,T03,316.20,437.82,69.51
KY,MA,F05,T14,0.06,0.02,0.01
NJ,MO,F07,T03,49.17,18.37,10.60
NH,MA,F03,T03,15.30,3.19,0.01
NJ,CA,F07,T11,4.25,0.77,0.98
LA,AL,F07,T03,135.62,188.92,40.20
IL,FL,F07,T06,23.86,119.30,69.97
AZ,CA,F07,T14,7.13,0.30,0.09
MN,MI,F04,T03,108.46,72.53,20.63
LA,NE,F03,T03,0.54,0.29,0.20
NJ,ND,F07,T03,1.51,1.08,0.86
GA,TX,F09,T03,1.97,0.04,0.02
NC,MS,F06,T03,5.53,3.45,1.03
MA,FL,F00,T00,2.41,1.15,0.87
KS,NJ,F06,T03,10.18,22.72,14.46
FL,IL,F07,T14,0.16,0.02,0.02
OR,VA,F03,T00,2.40,8.55,13.68
MA,ME,F05,T03,82.76,30.84,3.56
NC,KY,F04,T14,0.86,1.14,0.24
ID,CT,F07,T14,6.63,0.36,0.48
IN,HI,F00,T00,2.09,0.84,1.84
VA,NV,F05,T03,9.73,0.71,0.90
MO,LA,F07,T03,76.87,84.96,31.64
WA,GA,F03,T03,31.81,52.40,69.33
CA,AZ,F03,T14,83.00,0.22,0.06
ME,MA,F06,T03,30.50,37.68,2.88
FL,MO,F06,T14,0.08,0.00,0.00
CT,RI,F04,T03,8.88,25.81,0.81
AR,NY,F08,T03,6.03,2.81,1.69
OR,NV,F08,T03,1.38,2.37,1.19
TX,FL,F03,T14,2.24,0.53,0.39
OH,VA,F04,T03,557.79,715.05,189.88
AL,WA,F05,T03,117.52,223.01,313.44
CA,IL,F05,T06,5.82,2.67,2.90
FL,TX,F00,T00,0.01,0.00,0.00
TX,OR,F04,T14,0.59,0.87,1.01
MA,IN,F03,T03,5.33,2.50,1.19
UT,IA,F07,T14,0.65,0.04,0.02
AZ,HI,F07,T14,1.95,0.10,0.14
NE,MI,F09,T14,0.49,0.02,0.01
IN,GA,F02,T06,319.87,2687.59,1004.29
OK,CT,F06,T03,11.30,12.09,9.00
PA,MN,F03,T03,0.38,0.19,0.12
OH,IN,F02,T03,76.00,515.15,24.51
WY,TX,F07,T03,9.05,19.21,9.61
CA,AZ,F08,T00,8.76,16.52,7.51
AL,NC,F09,T14,0.11,0.00,0.00
AZ,AZ,F05,T03,548.64,248.03,5.23
OH,NC,F04,T00,14.21,100.62,43.27
NE,WA,F04,T14,3.18,0.13,0.11
OH,NY,F08,T03,76.03,210.25,56.73
TX,OH,F06,T14,1.30,0.46,0.28
IA,AL,F07,T03,21.66,16.60,7.35
ID,UT,F07,T06,2.78,5.16,0.74
SC,NC,F03,T14,0.08,0.00,0.00
PA,LA,F05,T03,3.21,1.25,0.79
MN,WY,F06,T14,0.01,0.00,0.00
MN,UT,F07,T03,107.58,59.63,37.79
IL,DE,F04,T03,26.84,17.04,8.56
MS,GA,F04,T03,0.30,4.58,1.24
MI,NC,F03,T03,14.34,25.95,10.37
IN,GA,F07,T06,20.71,111.33,20.99
WA,NM,F08,T03,0.66,4.25,3.77
ND,LA,F03,T03,3.28,13.82,11.22
NY,IN,F03,T03,3.48,2.44,0.88
MO,OK,F06,T03,19.40,25.58,4.29
CO,MO,F04,T14,0.04,0.01,0.01
MI,MI,F06,T03,741.11,2308.80,42.38
CA,IN,F06,T14,1.59,0.90,1.01
KS,NM,F06,T03,1.19,1.17,0.51
AL,AK,F00,T00,0.08,0.06,0.10
WI,NM,F09,T14,0.07,0.00,0.00
MI,MI,F07,T14,4.83,1.19,0.07
PA,MO,F07,T03,117.56,144.27,66.22
CA,FL,F09,T14,3.06,0.06,0.08
MI,NC,F05,T14,0.24,0.02,0.01
DE,MO,F05,T03,1.07,8.88,5.41
UT,CO,F04,T14,0.03,0.04,0.01
WA,AZ,F03,T11,0.53,0.08,0.04
MN,MS,F08,T03,3.71,2.03,1.33
TX,TX,F03,T03,4841.65,8184.80,316.06
AZ,MD,F07,T14,0.66,0.02,0.02
TX,MS,F04,T14,1.34,1.83,0.58
FL,GA,F04,T03,198.68,496.34,59.17
TN,NM,F07,T03,13.71,17.00,8.87
ID,TN,F07,T03,44.63,42.25,40.08
VA,AZ,F08,T14,0.11,0.03,0.04
