Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,ShipTonMile
OH,PA,F05,T00,43.00,30.00,3.00
NJ,OH,F07,T03,536.00,804.00,198.00
AR,PA,F07,T00,191.00,202.00,124.00
IA,UT,F05,T03,22.00,16.00,8.00
OH,CA,F07,T03,614.00,1224.00,1377.00
ND,CA,F03,T03,28.00,84.00,78.00
GA,TX,F07,T03,305.00,358.00,154.00
NJ,ME,F07,T00,52.00,126.00,25.00
MO,MD,F07,T00,16.00,18.00,8.00
VA,MD,F07,T03,760.00,1532.00,104.00
GA,AL,F08,T03,436.00,1200.00,122.00
DE,GA,F07,T03,10.00,32.00,12.00
NH,NC,F07,T03,12.00,20.00,8.00
NM,MO,F07,T00,33.00,32.00,12.00
TX,MI,F04,T00,27.00,26.00,14.00
ND,OR,F04,T00,2.00,72.00,58.00
MD,VA,F07,T00,485.00,1004.00,48.00
MO,CO,F07,T03,156.00,116.00,43.00
MN,GA,F05,T03,162.00,144.00,86.00
TX,NC,F05,T00,306.00,170.00,109.00
CA,TX,F06,T03,1248.00,1352.00,1042.00
NE,NE,F08,T00,393.00,520.00,11.00
NH,MA,F05,T03,224.00,94.00,3.00
IA,KS,F07,T00,123.00,524.00,119.00
MS,LA,F05,T00,188.00,286.00,35.00
NJ,NY,F08,T00,569.00,550.00,16.00
CA,OH,F07,T00,145.00,368.00,451.00
IN,TX,F04,T00,21.00,18.00,11.00
MD,DC,F07,T00,151.00,58.00,1.00
TN,PA,F06,T00,183.00,244.00,107.00
HI,HI,F08,T03,454.00,372.00,2.00
TN,GA,F07,T06,40.00,482.00,117.00
IA,SD,F05,T00,83.00,80.00,17.00
KS,NY,F05,T00,264.00,130.00,98.00
OH,TX,F07,T00,329.00,568.00,311.00
VT,RI,F07,T00,6.00,6.00,1.00
OH,MI,F08,T03,904.00,2570.00,349.00
PA,VA,F05,T00,178.00,122.00,16.00
OH,FL,F06,T06,19.00,30.00,14.00
ND,PA,F07,T00,51.00,262.00,181.00
MT,CA,F06,T03,58.00,360.00,222.00
DE,CT,F07,T03,42.00,116.00,18.00
MO,NM,F07,T03,49.00,48.00,19.00
MD,OH,F07,T00,103.00,230.00,53.00
MA,NH,F06,T03,73.00,132.00,6.00
NE,NE,F06,T03,17.00,22.00,1.00
ID,WI,F03,T03,53.00,182.00,142.00
OH,NY,F07,T00,275.00,698.00,176.00
IL,IN,F08,T00,184.00,924.00,74.00
TX,OH,F05,T03,810.00,550.00,322.00
MT,SD,F04,T00,2.00,40.00,6.00
MO,MO,F06,T00,1840.00,2848.00,106.00
DE,PA,F05,T03,325.00,630.00,62.00
WI,AL,F07,T03,15.00,8.00,4.00
IN,TN,F07,T00,99.00,344.00,91.00
ND,OH,F07,T06,51.00,370.00,189.00
WI,FL,F05,T03,124.00,112.00,76.00
SC,MO,F07,T03,52.00,4.00,2.00
WI,MI,F07,T00,887.00,2078.00,395.00
TN,MD,F07,T00,23.00,42.00,15.00
NJ,MD,F07,T03,917.00,1044.00,84.00
CA,OR,F03,T00,298.00,394.00,137.00
DE,MD,F03,T00,22.00,256.00,4.00
IA,MI,F04,T00,109.00,780.00,233.00
ND,CO,F03,T00,20.00,52.00,24.00
NY,MO,F07,T00,146.00,258.00,125.00
GA,TN,F05,T03,772.00,628.00,84.00
DE,NY,F05,T00,147.00,208.00,31.00
SC,FL,F05,T00,80.00,96.00,24.00
NY,IL,F03,T03,21.00,12.00,5.00
UT,NV,F06,T00,111.00,296.00,66.00
GA,LA,F07,T00,90.00,244.00,65.00
TX,LA,F08,T03,348.00,944.00,135.00
MA,RI,F06,T00,90.00,174.00,2.00
TX,PA,F05,T03,105.00,102.00,79.00
TN,NY,F06,T03,22.00,18.00,8.00
VA,NC,F06,T03,210.00,130.00,14.00
CA,WA,F07,T00,887.00,976.00,470.00
KY,MO,F05,T00,20.00,24.00,5.00
CT,NJ,F07,T00,95.00,128.00,8.00
IN,LA,F04,T00,16.00,332.00,188.00
WY,MN,F07,T00,5.00,16.00,7.00
DE,NH,F05,T03,16.00,28.00,6.00
IA,AZ,F05,T00,53.00,56.00,43.00
NY,TX,F07,T03,176.00,352.00,270.00
ME,ME,F08,T03,488.00,726.00,14.00
IA,IA,F07,T00,1733.00,9098.00,258.00
IL,TX,F07,T00,798.00,2008.00,1000.00
CA,OR,F08,T03,122.00,290.00,118.00
WA,CA,F08,T03,150.00,212.00,98.00
TX,NJ,F05,T03,142.00,72.00,60.00
IA,MI,F04,T06,47.00,596.00,195.00
MA,MD,F07,T03,65.00,124.00,24.00
IA,PA,F04,T03,90.00,292.00,128.00
MN,CO,F07,T03,14.00,12.00,6.00
UT,UT,F06,T03,515.00,1446.00,21.00
MO,NM,F07,T00,30.00,30.00,12.00
GA,GA,F05,T03,4073.00,3042.00,129.00
MN,NE,F05,T00,175.00,254.00,33.00
OH,LA,F03,T00,346.00,3754.00,2428.00
IN,MI,F04,T03,23.00,110.00,12.00
AL,MI,F05,T00,33.00,38.00,14.00
MN,WA,F02,T00,222.00,5898.00,5856.00
FL,NY,F05,T00,69.00,26.00,15.00
IA,OK,F05,T03,282.00,302.00,96.00
MD,NC,F07,T03,170.00,194.00,33.00
MN,ND,F05,T03,36.00,46.00,9.00
NH,NH,F07,T00,259.00,780.00,13.00
IL,FL,F07,T03,248.00,506.00,294.00
AL,NC,F07,T03,83.00,76.00,18.00
MD,NJ,F05,T03,64.00,68.00,7.00
CO,OR,F05,T00,49.00,28.00,18.00
ND,ND,F03,T00,492.00,4108.00,212.00
IL,PA,F07,T06,185.00,1546.00,630.00
OK,IL,F07,T03,40.00,38.00,11.00
ND,LA,F07,T06,30.00,150.00,133.00
AL,AL,F07,T00,3918.00,10188.00,259.00
WI,KY,F07,T00,338.00,414.00,113.00
MN,LA,F05,T00,44.00,48.00,30.00
CA,TX,F03,T03,505.00,616.00,452.00
OR,WA,F07,T03,1848.00,4640.00,356.00
NY,TN,F07,T00,62.00,112.00,45.00
CA,NY,F08,T00,272.00,382.00,562.00
IL,IL,F09,T00,471.00,16.00,1.00
TX,NM,F05,T00,29.00,40.00,14.00
MT,MT,F08,T00,227.00,352.00,5.00
FL,MD,F07,T03,231.00,464.00,218.00
WA,OR,F08,T00,38.00,86.00,8.00
UT,ID,F06,T00,89.00,290.00,28.00
ND,IL,F07,T06,159.00,744.00,301.00
MN,NE,F07,T03,65.00,312.00,46.00
WY,WY,F08,T03,69.00,32.00,4.00
WI,KS,F07,T03,216.00,474.00,147.00
GA,ME,F05,T03,14.00,18.00,10.00
SC,IN,F07,T03,49.00,22.00,7.00
TN,MD,F06,T03,48.00,36.00,12.00
TX,WI,F05,T03,170.00,168.00,94.00
KS,IN,F05,T00,100.00,62.00,27.00
SC,SC,F07,T03,7955.00,13220.00,394.00
OH,GA,F07,T00,116.00,304.00,107.00
TN,MI,F07,T03,90.00,116.00,36.00
ND,IA,F07,T00,41.00,238.00,75.00
MO,NY,F07,T00,95.00,104.00,53.00
CA,GA,F03,T03,132.00,174.00,202.00
IL,FL,F07,T00,148.00,440.00,268.00
MI,IL,F06,T03,435.00,450.00,47.00
IL,WI,F06,T00,130.00,390.00,47.00
IL,IL,F08,T00,4337.00,9018.00,236.00
ND,MN,F03,T00,131.00,1070.00,157.00
MO,MN,F06,T03,41.00,144.00,40.00
NC,KY,F07,T03,91.00,228.00,49.00
MN,WI,F05,T03,498.00,538.00,91.00
MN,WI,F02,T00,59.00,750.00,141.00
AZ,UT,F07,T03,127.00,118.00,44.00
NC,MD,F05,T00,123.00,122.00,22.00
NY,VA,F08,T00,62.00,134.00,27.00
KY,TX,F08,T03,193.00,80.00,40.00
ND,NY,F04,T03,8.00,40.00,28.00
MN,OH,F06,T06,17.00,310.00,124.00
KY,GA,F07,T03,154.00,488.00,94.00
MD,NJ,F07,T03,512.00,1080.00,88.00
AZ,CA,F07,T03,62.00,68.00,13.00
NY,MA,F06,T03,83.00,116.00,10.00
KY,NY,F07,T00,73.00,180.00,73.00
NH,VT,F07,T03,80.00,258.00,23.00
ID,MN,F03,T03,36.00,80.00,47.00
KY,LA,F06,T00,12.00,10.00,3.00
CA,CA,F07,T03,53657.00,118920.00,5230.00
NY,TX,F07,T00,90.00,180.00,139.00
VA,VA,F07,T00,2308.00,7752.00,207.00
ID,MO,F07,T00,193.00,218.00,154.00
GA,OH,F05,T03,547.00,322.00,83.00
CA,MO,F08,T03,76.00,44.00,42.00
IL,IL,F04,T06,76.00,1358.00,91.00
CA,TX,F07,T06,90.00,212.00,189.00
MN,NE,F07,T00,140.00,762.00,168.00
AK,CA,F08,T00,6.00,12.00,10.00
VT,PA,F07,T03,124.00,124.00,27.00
WI,WI,F06,T00,969.00,912.00,48.00
KY,IL,F06,T03,262.00,194.00,33.00
AR,CO,F05,T03,185.00,148.00,63.00
PA,IN,F06,T00,207.00,238.00,68.00
TX,MO,F08,T03,65.00,198.00,55.00
MA,MA,F08,T03,6306.00,6720.00,83.00
IA,NE,F06,T00,2.00,52.00,7.00
IN,MI,F04,T00,23.00,110.00,12.00
OH,PA,F01,T03,196.00,456.00,84.00
KS,OK,F07,T00,276.00,2132.00,217.00
CA,TN,F03,T00,48.00,72.00,94.00
MO,GA,F07,T00,304.00,360.00,125.00
AZ,CA,F04,T03,386.00,744.00,218.00
GA,SC,F05,T03,788.00,514.00,64.00
AL,FL,F05,T03,246.00,402.00,89.00
MS,LA,F05,T03,276.00,470.00,57.00
NC,MD,F05,T03,246.00,244.00,44.00
IA,WI,F08,T00,52.00,288.00,33.00
DE,CA,F05,T00,19.00,52.00,70.00
MN,SD,F07,T03,6.00,20.00,2.00
CA,MS,F03,T03,24.00,16.00,16.00
WI,WI,F08,T03,3539.00,5436.00,121.00
KY,LA,F06,T03,24.00,20.00,6.00
NJ,MD,F08,T00,45.00,128.00,13.00
IA,IN,F04,T00,152.00,418.00,84.00
MN,WI,F04,T00,71.00,978.00,89.00
VA,GA,F03,T03,328.00,730.00,220.00
WI,NJ,F07,T00,313.00,242.00,122.00
CA,MD,F07,T03,266.00,508.00,701.00
GA,IA,F05,T03,241.00,138.00,61.00
VA,NC,F08,T03,497.00,1180.00,152.00
MO,KS,F06,T03,42.00,180.00,8.00
TX,GA,F05,T00,215.00,180.00,88.00
ND,NY,F06,T00,15.00,46.00,37.00
NC,NC,F08,T00,2370.00,4154.00,68.00
TX,CO,F07,T03,353.00,608.00,242.00
NM,TX,F06,T03,60.00,28.00,8.00
LA,FL,F07,T03,46.00,98.00,39.00
KS,NC,F05,T00,380.00,114.00,74.00
NC,NJ,F08,T00,46.00,200.00,48.00
TN,IN,F07,T03,158.00,312.00,70.00
IA,AR,F04,T00,67.00,822.00,314.00
NH,FL,F05,T03,120.00,16.00,12.00
KY,NY,F05,T03,38.00,22.00,8.00
CA,TN,F07,T00,51.00,188.00,218.00
VA,DE,F05,T00,229.00,208.00,19.00
